"人気度","カテゴリー","商品名","付加情報1","付加情報2","JAN","価格","URL","iscd(商品cd)"
"5","アニメ／ゲーム","ひだまりが聴こえる－幸福論－（初回限定盤）","","","=""4580166738031""","2981","https://www.bookoffonline.co.jp/old/0018834528","=""0018834528"""
"5","アニメ／ゲーム","さすがの猿飛","","","=""4988002284139""","3480","https://www.bookoffonline.co.jp/old/0001056321","=""0001056321"""
"5","アニメ／ゲーム","モンスターハンターダブルクロス　ミラクル☆ミルクティ","","","=""4976219087087""","1180","https://www.bookoffonline.co.jp/old/0018893547","=""0018893547"""
"5","アニメ／ゲーム","日出処の天子","","","=""4988001066972""","2380","https://www.bookoffonline.co.jp/old/0015448059","=""0015448059"""
"5","アニメ／ゲーム","Ｉ．Ｑ　ＦＩＮＡＬ　ＰＥＲＦＥＣＴ　ＭＵＳＩＣ　ＦＩＬＥ","","","=""4534530701541""","1980","https://www.bookoffonline.co.jp/old/0001123573","=""0001123573"""
"5","アニメ／ゲーム","ＹＡＭＡＴＯ　ＳＯＵＮＤ　ＡＬＭＡＮＡＣ　１９８１－Ⅰ　交響組曲　宇宙戦艦ヤマトⅢ（Ｂｌｕ－ｓｐｅｃ　ＣＤ）","","","=""4988001741619""","1980","https://www.bookoffonline.co.jp/old/0016930311","=""0016930311"""
"15","アニメ","舞台　銀河英雄伝説　初陣　もうひとつの敵","","","=""4562259680243""","16500","https://www.bookoffonline.co.jp/old/0017057789","=""0017057789"""
"14","アニメ","キャプテンハーロック（完全初回限定生産特別装飾版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013578067""","4980","https://www.bookoffonline.co.jp/old/0017076839","=""0017076839"""
"13","アニメ","ミュージカル「忍たま乱太郎」第９弾再演～忍術学園陥落！夢のまた夢！？～","","","=""4549743179155""","13500","https://www.bookoffonline.co.jp/old/0019112779","=""0019112779"""
"12","アニメ","ＲＯＣＫ　ＭＵＳＩＣＡＬ　ＢＬＥＡＣＨ　コレクションＢＤ－ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4571174019991""","16500","https://www.bookoffonline.co.jp/old/0016901339","=""0016901339"""
"11","アニメ","放課後のプレアデス　Ｂｌｕ－ｒａｙ　ＢＯＸ＜特装版＞（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4548967308853""","19500","https://www.bookoffonline.co.jp/old/0018737431","=""0018737431"""
"11","アニメ","映画　爆走兄弟レッツ＆ゴー！！　ＷＧＰ　暴走ミニ四駆大追跡！　Ｂｌｕ－ｒａｙ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4548967191561""","8481","https://www.bookoffonline.co.jp/old/0017314188","=""0017314188"""
"11","アニメ","リトルバスターズ！　Ｂｌｕ－ｒａｙ　ＢＯＸ２＜完全生産限定版＞（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4548967233728""","22000","https://www.bookoffonline.co.jp/old/0017414635","=""0017414635"""
"11","アニメ","マリア様がみてる　Ｃｏｍｐｌｅｔｅ　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988102262303""","26000","https://www.bookoffonline.co.jp/old/0017227405","=""0017227405"""
"11","アニメ","ＮＡＲＵＴＯ－ナルト－疾風伝　木ノ葉秘伝　祝言日和　２","","","=""4534530105066""","5980","https://www.bookoffonline.co.jp/old/0018911242","=""0018911242"""
"10","アニメ","ミュージカル「忍たま乱太郎」第９弾～忍術学園陥落！夢のまた夢！？～","","","=""4549743143828""","17501","https://www.bookoffonline.co.jp/old/0019071688","=""0019071688"""
"10","アニメ","ヤマノススメ　セカンドシーズン　全巻登頂Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4589411317960""","14500","https://www.bookoffonline.co.jp/old/0018997483","=""0018997483"""
"10","アニメ","キャプテンハーロック（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013578166""","3980","https://www.bookoffonline.co.jp/old/0017076840","=""0017076840"""
"10","アニメ","「最遊記歌劇伝」復刻盤セット","","","=""4988101193738""","16500","https://www.bookoffonline.co.jp/old/0018812102","=""0018812102"""
"9","アニメ","新世界より　九（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013266162""","4580","https://www.bookoffonline.co.jp/old/0016904185","=""0016904185"""
"9","アニメ","蟲師　続章　其ノ六（完全生産限定版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4534530082787""","6980","https://www.bookoffonline.co.jp/old/0017283312","=""0017283312"""
"9","アニメ","Ｓｏｕｎｄ　Ｈｏｒｉｚｏｎ　７ｔｈ　Ｓｔｏｒｙ　Ｃｏｎｃｅｒｔ“Ｍａｒｃｈｅｎ”～キミが今笑っている、眩いその時代に・・・～（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988003807665""","6480","https://www.bookoffonline.co.jp/old/0016578750","=""0016578750"""
"9","アニメ","サイボーグ００９　１９６８　ＤＶＤ－ＣＯＬＬＥＣＴＩＯＮ","","","=""4988101144471""","27000","https://www.bookoffonline.co.jp/old/0016141523","=""0016141523"""
"9","アニメ","クロムクロ　ブルーレイ　第三集（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013051591""","7480","https://www.bookoffonline.co.jp/old/0018666926","=""0018666926"""
"9","アニメ","今日からマ王！Ｂｌｕ－ｒａｙ　ＢＯＸ　シーズン３（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988111901743""","19500","https://www.bookoffonline.co.jp/old/0017111223","=""0017111223"""
"9","アニメ","アトリエＲｅｉｎａ課外授業　ｉｎ　富山","","","=""4589610720028""","5480","https://www.bookoffonline.co.jp/old/0018839799","=""0018839799"""
"9","アニメ","劇場版＆ＯＶＡ「らんま１／２」Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013311688""","21000","https://www.bookoffonline.co.jp/old/0017339376","=""0017339376"""
"9","アニメ","ゾイド新世紀／ゼロ　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4907953041479""","32500","https://www.bookoffonline.co.jp/old/0017107770","=""0017107770"""
"8","アニメ","ブレイクブレイド　ＴＶ　ＥＤＩＴＩＯＮ　Ｂｌｕ－ｒａｙ　Ｂｏｘ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4934569358974""","9980","https://www.bookoffonline.co.jp/old/0017134565","=""0017134565"""
"8","アニメ","プラスティック・メモリーズ　７（完全生産限定版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4534530084989""","6980","https://www.bookoffonline.co.jp/old/0017330123","=""0017330123"""
"8","アニメ","ウェディングピーチ　ＤＶＤ－ＢＯＸ２","","","=""4988707539053""","8980","https://www.bookoffonline.co.jp/old/0001222359","=""0001222359"""
"8","アニメ","クロムクロ　ブルーレイ　第四集（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013051799""","8980","https://www.bookoffonline.co.jp/old/0018666927","=""0018666927"""
"8","アニメ","機動戦士ガンダム００　１ｓｔ＆２ｎｄ　ｓｅａｓｏｎ　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4934569363398""","32500","https://www.bookoffonline.co.jp/old/0018944715","=""0018944715"""
"8","アニメ","ＯＶＡ　うる星やつら　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4548967155426""","26000","https://www.bookoffonline.co.jp/old/0017256135","=""0017256135"""
"8","アニメ","小林さんちのメイドラゴン（４）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013235694""","4980","https://www.bookoffonline.co.jp/old/0018802667","=""0018802667"""
"7","アニメ","獣の奏者　エリン　第１０巻","","","=""4988017675601""","5480","https://www.bookoffonline.co.jp/old/0016304635","=""0016304635"""
"7","アニメ","超生命体トランスフォーマー　ビーストウォーズネオ　ＤＶＤ－ＢＯＸ","","","=""4571369480315""","40000","https://www.bookoffonline.co.jp/old/0016874677","=""0016874677"""
"7","アニメ","リズと青い鳥（初回限定台本付版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013245914""","16500","https://www.bookoffonline.co.jp/old/0019109574","=""0019109574"""
"7","アニメ","ＥＬＥＣＴＲＩＣ　ＦＩＲＥ　２００７～Ｔｒｉｂｕｔｅ　ｔｏ　ＢＡＳＡＲＡ＆ＭＹＬＥＮＥ～","","","=""4988102534028""","8481","https://www.bookoffonline.co.jp/old/0015786748","=""0015786748"""
"7","アニメ","新巨人の星Ⅱ　Ｓｐｅｃｉａｌ　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988003818470""","12500","https://www.bookoffonline.co.jp/old/0016982714","=""0016982714"""
"7","アニメ","ひみつのアッコちゃん　第三期（１９９８）コンパクトＢＯＸ（２）","","","=""4947864901950""","6980","https://www.bookoffonline.co.jp/old/0010451933","=""0010451933"""
"7","アニメ","新世界より　七（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013265967""","3980","https://www.bookoffonline.co.jp/old/0016904183","=""0016904183"""
"7","アニメ","ＮＡＲＵＴＯ－ナルト－疾風伝　ナルトとサスケの章　２","","","=""4534530101433""","4580","https://www.bookoffonline.co.jp/old/0018811303","=""0018811303"""
"7","アニメ","トランスフォーマー　ギャラクシーフォース　ＤＶＤ－ＳＥＴ","","","=""4988102358488""","12001","https://www.bookoffonline.co.jp/old/0018596349","=""0018596349"""
"7","アニメ","ＢＬＥＡＣＨ　死神代行消失篇　６","","","=""4534530062321""","2380","https://www.bookoffonline.co.jp/old/0016923985","=""0016923985"""
"7","アニメ","ラ・セーヌの星　ＤＶＤ－ＢＯＸ　下巻","","","=""4935228123216""","18500","https://www.bookoffonline.co.jp/old/0016871925","=""0016871925"""
"7","アニメ","舞台「メサイア－暁乃刻－」","","","=""4988101194575""","13500","https://www.bookoffonline.co.jp/old/0018820930","=""0018820930"""
"7","アニメ","アニメ「緑山高校甲子園編」こんぷりーと・ぶるーれい≪完封盤≫（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4571436905154""","12001","https://www.bookoffonline.co.jp/old/0017386252","=""0017386252"""
"7","アニメ","ピンポン　ＣＯＭＰＬＥＴＥ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4534530077127""","19500","https://www.bookoffonline.co.jp/old/0017151840","=""0017151840"""
"7","アニメ","手塚治虫・火の鳥　ＤＶＤ－ＢＯＸ","","","=""4997766604084""","14000","https://www.bookoffonline.co.jp/old/0010028535","=""0010028535"""
"7","アニメ","おぼっちゃまくん　おはヨーグルトＢＯＸ","","","=""4988013345768""","21000","https://www.bookoffonline.co.jp/old/0016962028","=""0016962028"""
"7","アニメ","強殖装甲ガイバー　ＤＶＤ－ＢＯＸ１","","","=""4907953011717""","5480","https://www.bookoffonline.co.jp/old/0010751412","=""0010751412"""
"7","アニメ","神様はじめました　Ｂｌｕ－ｒａｙ　ＢＯＸ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013101081""","13000","https://www.bookoffonline.co.jp/old/0017215976","=""0017215976"""
"6","アニメ","パワーストーン　７　（最終巻）","","","=""4934569602626""","1980","https://www.bookoffonline.co.jp/old/0001220854","=""0001220854"""
"6","アニメ","ビーバス・アンド・バットヘッド　マイク・ジャッジコレクションｖｏｌ．１","","","=""4988013547728""","2981","https://www.bookoffonline.co.jp/old/0016506863","=""0016506863"""
"6","アニメ","火の鳥　ヤマト編","","","=""4988111283863""","1980","https://www.bookoffonline.co.jp/old/0015694750","=""0015694750"""
"6","アニメ","火の鳥　鳳凰編","","","=""4988111283856""","2981","https://www.bookoffonline.co.jp/old/0015695843","=""0015695843"""
"6","アニメ","闘将！！拉麺男　コンプリートＤＶＤ","","","=""4988101140879""","22000","https://www.bookoffonline.co.jp/old/0016061230","=""0016061230"""
"6","アニメ","声優ゆめ日記　Ｖｏｌ．１３　～上田麗奈～","","","=""4571386370736""","5480","https://www.bookoffonline.co.jp/old/0018666934","=""0018666934"""
"6","アニメ","キャプテン翼Ｊ　ＤＶＤ－ＢＯＸ　ＶＯＬ．２","","","=""4520634511186""","7980","https://www.bookoffonline.co.jp/old/0011150239","=""0011150239"""
"6","アニメ","マッハＧｏＧｏＧｏ　ＤＶＤ－ＢＯＸ","","","=""4988102549022""","19500","https://www.bookoffonline.co.jp/old/0015879687","=""0015879687"""
"6","アニメ","想い出のアニメライブラリー　第４３集　いなかっぺ大将　ＨＤリマスター　ＤＶＤ－ＢＯＸ　ＢＯＸ１","","","=""4571317711430""","16500","https://www.bookoffonline.co.jp/old/0017377021","=""0017377021"""
"6","アニメ","「ローゼンメイデン」（２０１３）コンパクト・コレクション　Ｂｌｕ－ｒａｙ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988013462489""","11000","https://www.bookoffonline.co.jp/old/0018168489","=""0018168489"""
"6","アニメ","犬夜叉　完結編７","","","=""4534530036001""","8481","https://www.bookoffonline.co.jp/old/0016350019","=""0016350019"""
"6","アニメ","最遊記歌劇伝　ｔｈｅ　Ｍｏｖｉｅ　－Ｂｕｌｌｅｔｓ－","","","=""4573295060982""","9980","https://www.bookoffonline.co.jp/old/0018803283","=""0018803283"""
"6","アニメ","ルパン三世　Ｍａｓｔｅｒ　Ｆｉｌｅ（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4988021711999""","6980","https://www.bookoffonline.co.jp/old/0016781253","=""0016781253"""
"6","アニメ","カードキャプターさくら　Ｂｌｕ－ｒａｙ　ＢＯＸ（初回仕様版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4548967345711""","32500","https://www.bookoffonline.co.jp/old/0018917413","=""0018917413"""
"6","アニメ","かよえ！チュー学（７）","","","=""4988003823634""","980","https://www.bookoffonline.co.jp/old/0017084403","=""0017084403"""
"6","アニメ","英国一家、日本を食べる　Ｖｏｌ．３","","","=""4988105071254""","1780","https://www.bookoffonline.co.jp/old/0017414855","=""0017414855"""
"6","アニメ","神秘の世界　エルハザード　ＴＶ－ＳＥＴ２　冒険篇","","","=""4988102075378""","3480","https://www.bookoffonline.co.jp/old/0016840439","=""0016840439"""
"6","アニメ","ねこぢる草","","","=""4988003937959""","3980","https://www.bookoffonline.co.jp/old/0001225830","=""0001225830"""
"6","アニメ","ミュージカル　テニスの王子様　コンサート　Ｄｒｅａｍ　Ｌｉｖｅ　２０１８（ＳＰ版）（Ｂｌｕ－ｒａｙ　Ｄｉｓｃ）","","","=""4535506401786""","25000","https://www.bookoffonline.co.jp/old/0019242671","=""0019242671"""
